206,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),700000,700000,Cobro todo el salario en dólares,1000,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Developer,3,0,0,2,"Docker, Google Cloud Platform, Linux, Serverless","CSS, HTML, Javascript, TypeScript","Next.js, Node.js, React.js","Google Cloud Storage, MySQL, PostgreSQL","Cypress, Postman",De 2 a 10 personas,100% remoto,0,,No,5,5,Terminar encuesta,,,,,,,,,,18,Hombre Cis,TRUE,Semi-Senior,700000
207,Buenos Aires,Full-Time,Contractor,3500000,3232811,Cobro todo el salario en dólares,,De uno a tres sueldos,Mix de las anteriores,No,0,No tuve,3,"Clases de idiomas, Stock options / RSUs",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,10,0,0,0,"Amazon Web Services, Docker, Google Cloud Platform, Linux","Bash/Shell, Python",Ninguno de los anteriores,"Amazon RDS/Aurora, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,Sí,9,4,Responder sobre guardias,Universitario,Completo,Licenciatura en Gestión de Tecnología,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,"Sí, pasiva",1.5,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,28,Hombre Cis,TRUE,Senior,3500000
208,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),850000,775000,Cobro parte del salario en dólares,1050,Menos de un sueldo,Performance individual,Uno,78,Marzo,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc)",2,"No, pero escucho ofertas.",Developer,1,0,0,0,Ninguna de las anteriores,"CSS, HTML, Javascript, Kotlin, TypeScript","Angular, Bootstrap, Node.js, React.js",Ninguna de las anteriores,Cypress,De 101 a 200 personas,100% remoto,0,"Si, lo que generalmente eran aumentos cada 4 meses, se pasó a 3 meses una vez, para hacer más rápido el ajuste salarial",No,10,2,Terminar encuesta,,,,,,,,,,21,Hombre Cis,TRUE,Junior,850000
209,Buenos Aires,Full-Time,Contractor,1700000,1600000,Cobro todo el salario en dólares,,De uno a tres sueldos,Principalmente performance individual y algo por los OKRs de mi sector,No,0,No tuve,3,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,4,1,1,0,Firebase,Swift,SwiftUI,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No,7,1,Terminar encuesta,,,,,,,,,,28,Hombre Cis,TRUE,Semi-Senior,1700000
210,Buenos Aires,Full-Time,Staff (planta permanente),1634200,1500000,Cobro parte del salario en dólares,1030,No,No recibo bono,Tres,40,Marzo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado",2,"No, pero escucho ofertas.",Developer,3,3,2,2,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Linux","Javascript, TypeScript","Next.js, Node.js, React.js","Google Cloud Storage, MongoDB, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,"Si, mensualmente hasta abril 2024",No,8,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,,Terminar encuesta,,,,,26,Hombre Cis,TRUE,Semi-Senior,1634200
211,Río Negro,Full-Time,Staff (planta permanente),4000000,3527000,Cobro parte del salario en dólares,865,De uno a tres sueldos,Mix de las anteriores,Uno,4,Marzo,4,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,8,3,3,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Javascript, Python, Ruby, SQL, TypeScript",Django,"Amazon RDS/Aurora, ProxySQL, Redis",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,"Nuestro sueldo está en dólares, en blanco al dólar oficial. Se pasa a pesos al oficial, se hacen todas las deducciones, y del neto que queda, la mitad se pasa de nuevo a dólares al oficial y nos depositan 50% en dólares y 50% en pesos. Durante el tiempo que el dólar estuvo planchado, es posible que la inflación nos haya ganado porque los aumentos que teníamos por inflación yankee eran muy bajos. Cuando llegó la devaluación de 385 a 800 ahí tuvimos un aumento en pesos grande, si bien la mitad que cobramos en dólares se mantuvo igual (excepto por el aumento del 4% que mencioné arriba). ",Sí,8,1,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,Responder sobre guardias,"Sí, pasiva",2,Bruto,Terminar encuesta,39,Hombre Cis,TRUE,Senior,4000000
212,Córdoba,Full-Time,Staff (planta permanente),1110000,928000,Cobro parte del salario en dólares,,De uno a tres sueldos,Mix de las anteriores,Uno,40,Abril,3,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Technical Leader,14,4,2,3,"Amazon Web Services, Docker, Linux","Java, SQL","Hibernate, Spring, Hazelcast, Redis, ","Amazon RDS/Aurora, Microsoft SQL Server, Oracle, PostgreSQL, Redis, SQLite","Jest, JUnit, Postman, SoapUI",De 101 a 200 personas,Híbrido (presencial y remoto),1,,Sí,8,1,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,36,Hombre Cis,TRUE,Senior,1110000
213,Santa Fe,Full-Time,Contractor,3200000,3000000,Cobro todo el salario en dólares,dolar mep,De uno a tres sueldos,Performance individual,Uno,2,Febrero,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,6,2,6,0,"Amazon Web Services, Serverless","Javascript, SQL, TypeScript","Node.js, React.js",PostgreSQL,"Cucumber, Cypress, Jest",De 101 a 200 personas,100% remoto,0,"si, solo se aplico un ajuste minimo en lo que va del año",No,9,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería Electrónica,UNR - Universidad Nacional de Rosario,Responder sobre guardias,No,0,Neto,Terminar encuesta,33,Hombre Cis,TRUE,Senior,3200000
214,Córdoba,Full-Time,Staff (planta permanente),3800000,2900000,Cobro parte del salario en dólares,1050,Un sueldo,Performance de la compañía,No,0,No tuve,2,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Manager / Director,15,0,0,6,"Amazon Web Services, Docker, Kubernetes, Linux",Python,Django,PostgreSQL,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,No. Está atado al dolar,Sí,6,2,Responder sobre guardias,Universitario,Completo,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,42,Hombre Cis,TRUE,Senior,3800000
215,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2367000,2041000,Cobro parte del salario en dólares,878,No,No recibo bono,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",Developer,12,0,10,0,Ninguna de las anteriores,"CSS, Javascript","Node.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,No,No sé,3,5,Terminar encuesta,,,,,,,,,,37,Hombre Cis,TRUE,Senior,2367000
216,Córdoba,Full-Time,Staff (planta permanente),2150000,1910000,Cobro parte del salario en dólares,MEP,De uno a tres sueldos,Mix de las anteriores,Más de tres,30,Marzo,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",4,"No, estoy muy conforme.",Data Engineer,15,2,1,0,"Amazon Web Services, Google Cloud Platform, Kubernetes",Java,Ninguno de los anteriores,"Google Cloud Storage, MySQL","JUnit, Postman",Más de 10000 personas,100% remoto,0,Si,No sé,10,3,Terminar encuesta,,,,,,,,,,42,Hombre Cis,TRUE,Senior,2150000
217,Santiago del Estero,Full-Time,Contractor,600000,600000,Cobro todo el salario en dólares,,Menos de un sueldo,Mix de las anteriores,No,0,No tuve,2,"Capacitaciones y/o cursos, Horarios flexibles",2,"No, estoy muy conforme.",Developer,1,1,1,0,"Amazon Web Services, Docker, Linux","Javascript, TypeScript","Next.js, Node.js, React.js","MySQL, PostgreSQL","Cypress, Jest",De 101 a 200 personas,100% remoto,0,"Sí, bonus por la baja del dólar blue ",No,10,4,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UP - Universidad de Palermo,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,22,Hombre Cis,TRUE,Junior,600000
218,Buenos Aires,Full-Time,Contractor,9089280,9089280,Cobro todo el salario en dólares,1080,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",QA / Tester,13,2,2,0,Google Cloud Platform,Python,SwiftUI,PostgreSQL,Postman,De 11  a 50  personas,100% remoto,0,no,No,9,1,Responder sobre mis estudios,Terciario,Completo,Analista de Sistemas,,Terminar encuesta,No,0,Bruto,Responder sobre mis estudios,44,Hombre Cis,TRUE,Senior,9089280
219,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4100000,3350000,Cobro parte del salario en dólares,907,Un sueldo,Mix de las anteriores,Dos,50,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Manager / Director,14,8,3,17,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,1,"Si, todos los meses",Sí,0,5,Terminar encuesta,,,,,,,,,,41,Hombre Cis,TRUE,Senior,4100000
220,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4750000,2700000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Developer,12,1,1,1,Firebase,Kotlin,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,Sí,0,2,Terminar encuesta,,,,,,,,,,35,Hombre Cis,TRUE,Senior,4750000
221,Córdoba,Full-Time,Staff (planta permanente),4000000,3780000,Cobro todo el salario en dólares,1050,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,7,0,0,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Serverless","Bash/Shell, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,-,No,8,2,Terminar encuesta,,,,,,,,,,30,Hombre Cis,TRUE,Senior,4000000
222,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000,4000000,Cobro todo el salario en dólares,1000,No,No recibo bono,No,0,No tuve,2,Clases de idiomas,2,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,10,3,0,1,"Amazon Web Services, Docker, Linux",Bash/Shell,Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, Redis",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,no,No,3,1,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Sociología,UBA - Universidad de Buenos Aires,Terminar encuesta,"Sí, pasiva",0,Neto,Responder sobre mis estudios,40,Hombre Cis,TRUE,Senior,4000000
223,Corrientes,Full-Time,Contractor,3200000,3200000,Cobro todo el salario en dólares,,Un sueldo,Performance de la compañía,No,0,No tuve,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Developer,4,1,1,0,Kubernetes,"CSS, HTML, Javascript, Python, SQL, TypeScript","Django, jQuery, React.js","PostgreSQL, SQLite",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,No,8,5,Terminar encuesta,,,,,,,,,,23,Hombre Cis,TRUE,Semi-Senior,3200000
224,Buenos Aires,Full-Time,Contractor,2160000,,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,4,3,3,0,"Amazon Web Services, Docker, Linux","Dart, Python, SQL, TypeScript","Angular, Django, Flutter, Node.js, NestJs","MySQL, PostgreSQL",Jest,De 11  a 50  personas,100% remoto,0,,No sé,8,3,Responder sobre mis estudios,Terciario,Completo,Analista Programador Universitario,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,27,Hombre Cis,TRUE,Semi-Senior,2160000
225,Buenos Aires,Full-Time,Staff (planta permanente),1872000,1776000,Cobro parte del salario en dólares,,No,No recibo bono,Más de tres,73,Marzo,4,"Descuentos varios (Clarín 365, Club La Nación, etc)",3,"No, pero escucho ofertas.",Developer,13,2,2,0,Apple,"Objective-C, Swift",SwiftUI,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),5,Los ajustes por inflacion,Sí,8,0,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Informática,,Responder sobre guardias,No,0,Neto,Terminar encuesta,41,Hombre Cis,TRUE,Senior,1872000
226,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000,3500000,Cobro todo el salario en dólares,1005,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,13,13,3,2,"Amazon Web Services, Azure, Docker, Linux, VMWare, Windows Server",".NET, C#, CSS, HTML, Javascript, PHP, Python, SQL",".NET Core, Angular, Bootstrap, jQuery, WordPress","Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MySQL","Postman, SoapUI",De 51 a 100 personas,100% remoto,0,,No,7,4,Terminar encuesta,,,,,,,,,,34,Hombre Cis,TRUE,Senior,3500000
227,Buenos Aires,Full-Time,Contractor,2200000,2000000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,4,Ninguna de las anteriores,4,"No, pero escucho ofertas.",UX Designer,1,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,No,Sí,7,0,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UNLA - Universidad Nacional de Lanús,Terminar encuesta,,,,,41,Mujer Cis,TRUE,Junior,2200000
228,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1700000,1400000,Cobro parte del salario en dólares,890,Menos de un sueldo,Performance de la compañía,Dos,17,Mayo,1,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",Architect,6,3,2,4,Ninguna de las anteriores,Java,"Hibernate, Spring, Vue.js",Sybase,"Jest, JUnit, Postman",De 201 a 500 personas,100% remoto,0,Trimestral,Sí,7,1,Terminar encuesta,,,,,,,,,,29,Hombre Cis,TRUE,Senior,1700000
229,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3666000,3666000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,2,0,2,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Go, Python",Ninguno de los anteriores,"Amazon RDS/Aurora, ElasticSearch, MySQL, Redis",Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),2,No porque es una empresa de afuera y paga en USD,No,10,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,Terminar encuesta,"Sí, activa",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,25,Mujer Cis,TRUE,Junior,3666000
230,Ciudad Autónoma de Buenos Aires,Part-Time,Contractor,950000,1100000,Cobro todo el salario en dólares,860,De uno a tres sueldos,Performance de la compañía,Uno,0.05,Marzo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,0,0,0,0,"Amazon Web Services, Docker, Linux","Bash/Shell, HTML, Java, Python, Scala, SQL, TypeScript","Angular, Hibernate, jQuery, Node.js, React.js, Spring","Cassandra, ElasticSearch, MariaDB, MongoDB, MySQL, Redis",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,Sí,10,5,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,29,Hombre Cis,TRUE,Junior,950000
231,Buenos Aires,Full-Time,Staff (planta permanente),1200000,1000000,Cobro parte del salario en dólares,Oficial,Menos de un sueldo,Performance individual,Dos,35,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,4,4,4,0,"Amazon Web Services, Firebase","CSS, HTML, Javascript, TypeScript","Angular, Ionic",Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,,No,7,3,Terminar encuesta,,,,,,,,,,28,Hombre Cis,TRUE,Semi-Senior,1200000
232,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3500000,3500000,Cobro parte del salario en dólares,,No,No recibo bono,Uno,12,Febrero,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,6,2,2,0,"Docker, Kubernetes, Linux","HTML, Java, Javascript, Solidity, TypeScript","Next.js, Node.js, React.js, Spring","MongoDB, PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,No,10,5,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Administración de Empresas,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,,30,Hombre Cis,TRUE,Senior,3500000
233,Misiones,Full-Time,Contractor,4300000,4300000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",Developer,19,0,19,0,"Azure, Firebase, Kubernetes, Linux, Serverless","CSS, HTML, Javascript, Python, Solidity, TypeScript","Flask, Next.js, Node.js, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), PostgreSQL, Redis",Jest,De 11  a 50  personas,100% remoto,0,No,No,10,5,Responder sobre guardias,Universitario,Incompleto,Diseño de Imágen y Sonido,UNLA - Universidad Nacional de Lanús,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,36,Hombre Cis,TRUE,Senior,4300000
234,Mendoza,Full-Time,Contractor,2415000,2231592,Cobro parte del salario en dólares,,No,No recibo bono,Uno,15,Abril,2,Vacaciones flexibles (adicionales a las reglamentarias),3,"No, pero escucho ofertas.",Developer,25,2,2,0,"Azure, Docker, Serverless",".NET, C#, CSS, HTML, SQL, TypeScript",".NET Core, Angular, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","Cypress, Xunit",De 11  a 50  personas,Híbrido (presencial y remoto),1,,No,9,5,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,,Terminar encuesta,,,,,48,Hombre Cis,TRUE,Senior,2415000
235,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2309000,1930000,Cobro parte del salario en dólares,,Menos de un sueldo,Performance de la compañía,Dos,90,Marzo,3,"Capacitaciones y/o cursos, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",Technical Leader,4,4,1,4,"Linux, Microcontroladores","C, C++, CSS, HTML, Javascript, Python","Bootstrap, jQuery",Ninguna de las anteriores,Selenium,De 11  a 50  personas,100% presencial,5,Ajustes trimestrales en 2023 y bimestrales en 2024,No,0,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,43,Hombre Cis,TRUE,Semi-Senior,2309000
236,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),600000,450000,Mi sueldo está dolarizado (pero cobro en moneda local),,Menos de un sueldo,Trimestral,Dos,40,Marzo,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",Data Engineer,3,3,3,4,"Azure, Linux",SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle, Hive, AS400",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,6,1,Terminar encuesta,,,,,,,,,,25,Hombre Cis,TRUE,Semi-Senior,600000
237,Corrientes,Full-Time,Contractor,3000000,2900000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,7,3,3,0,Ninguna de las anteriores,".NET, C#",Xamarin/Maui,SQLite,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,"No, cobro en dólares y no recibí actualización ",No,9,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,36,Hombre Cis,TRUE,Senior,3000000
238,Entre Ríos,Part-Time,Tercerizado (trabajo a través de consultora o agencia),900000,780000,Mi sueldo está dolarizado (pero cobro en moneda local),922,No,No recibo bono,Uno,50,Febrero,1,"Abono de Internet, Horarios flexibles, Viáticos",1,"Sí, estoy buscando activamente.",Data Scientist,0,0,0,0,"Azure, Docker, IBM Cloud / Watson, Linux, VMWare, Windows Server",".NET, C++, CSS, Java, Javascript, Python, R, SQL","Angular, jQuery, Node.js, React.js","MongoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No sé,3,3,Terminar encuesta,,,,,,,,,,26,Hombre Cis,TRUE,Junior,900000
239,Córdoba,Part-Time,Contractor,3852543,3852543,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Stock options / RSUs",4,"No, pero escucho ofertas.",Technical Leader,12,9,6,0,"Amazon Web Services, Docker, Linux","HTML, Python",Flask,MongoDB,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Sí,7,1,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,32,Mujer Cis,TRUE,Senior,3852543
240,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3100000,3300000,Cobro parte del salario en dólares,859,De uno a tres sueldos,Mix de las anteriores,Dos,35,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Manager / Director,17,4,2,9,"Amazon Web Services, Docker, Kubernetes","C#, PHP, SQL",".NET Core, Symfony","Amazon RDS/Aurora, PostgreSQL",PHPUnit,De 201 a 500 personas,Híbrido (presencial y remoto),1,si,No,8,0,Responder sobre guardias,Posgrado/Especialización,En curso,Licenciatura en Sistemas,UM - Universidad de Morón,Terminar encuesta,"Sí, pasiva",40000,Bruto,Responder sobre mis estudios,39,Hombre Cis,TRUE,Senior,3100000
241,Córdoba,Full-Time,Contractor,6500000,6500000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Developer,23,3,3,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux","CSS, HTML, Python, SQL","Django, Flask, HTMX, jQuery","Amazon RDS/Aurora, Google Cloud Storage, PostgreSQL, Redis, SQLite",Pytest,De 2 a 10 personas,100% remoto,0,Reducción de horas temporalmente,Sí,10,5,Terminar encuesta,,,,,,,,,,46,Hombre Cis,TRUE,Senior,6500000
242,Neuquén,Full-Time,Contractor,11000000,6500000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,Ninguna de las anteriores,4,"No, pero escucho ofertas.",Developer,5,3,1,2,Ninguna de las anteriores,"C, C++, C#, Javascript, Rust, TypeScript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,No,Sí,0,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería Electrónica,UNLP - Universidad Nacional de La Plata,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,27,Hombre Cis,TRUE,Semi-Senior,11000000
243,Buenos Aires,Full-Time,Contractor,600000,550000,Cobro todo el salario en dólares,,Un sueldo,Mix de las anteriores,No,0,No tuve,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",Developer,1,1,1,0,"Amazon Web Services, Docker, Linux, Serverless","CSS, HTML, Javascript, SQL, TypeScript","Angular, Bootstrap, Next.js, Node.js, React.js","Amazon DynamoDB, MySQL, PostgreSQL, SQLite","Cypress, Jest, Mocha",De 101 a 200 personas,100% remoto,0,No,No,8,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,23,Hombre Cis,TRUE,Junior,600000
245,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000,1019000,Cobro parte del salario en dólares,,Menos de un sueldo,Mix de las anteriores,Más de tres,3,Mayo,3,Horarios flexibles,3,"Sí, estoy buscando activamente.",HelpDesk,10,0,0,0,"Azure, Windows Server",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,Sí,1,1,Terminar encuesta,,,,,,,,,,31,Hombre Cis,TRUE,Senior,1200000
