Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4290000,3400000,Cobro parte del salario en dólares,1250,De uno a tres sueldos,Mix de las anteriores,Dos,18,Julio,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, estoy muy conforme.",,Developer,5,1,3,0,Docker,"Go, Java, SQL",Spring,"Google Cloud Storage, Redis",JUnit,Más de 10000 personas,Híbrido (presencial y remoto),1,,No,7,5,Vibequé?,Responder sobre guardias,Universitario,Completo,Analista de Sistemas,UBA - Universidad de Buenos Aires,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 4 horas,Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,"Sí, activa",0,Bruto,26,Hombre Cis,Sí,TRUE,Semi-Senior,4290000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6798529,5121285,Cobro todo el salario en dólares,el tipo de cambio mayorista del día 20 (o hábil anterior) del banco nacion,3+ sueldos,Mix de las anteriores,No,0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs",3,"No, estoy muy conforme.",,Developer,19,12,6,6,Linux,"Java, SQL",Spring,"ElasticSearch, MariaDB",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,no,Sí,8,2,Hype,Responder sobre guardias,Universitario,Completo,Licenciatura en Informática,UP - Universidad de Palermo,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a",,Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0,Bruto,44,Hombre Cis,Sí,TRUE,Senior,6798529
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,8500000,8500000,Cobro todo el salario en dólares,,No,No recibo bono,Uno,10,Abril,3,Horarios flexibles,4,"No, pero escucho ofertas.",,Data Scientist,13,5,5,0,"Amazon Web Services, Docker, Kubernetes, Linux",Python,Flask,"Amazon DynamoDB, Amazon RDS/Aurora",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,Sí,6,5,Llegó para quedarse,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Ciencias Matemáticas,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,,,,,,43,Prefiero no decir,Sí,TRUE,Senior,8500000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4290000,4000000,Cobro todo el salario en dólares,1300,No,Performance individual,No,0,No tuve,2,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Data Engineer,3,1,1,0,"Azure, Docker","Python, SQL",Spark,Delta tables,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,7,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,30,Hombre Cis,Sí,TRUE,Semi-Senior,4290000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2900000,2800000,Mi sueldo está dolarizado (pero cobro en moneda local),oficial,No,No recibo bono,Dos,15.1,Julio,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,15,0,0,0,"Azure, Docker, Linux",".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, React.js",Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Ajuste por IPC,No sé,8,5,Vibequé?,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,"Sí, pasiva",0,Bruto,40,Hombre Cis,Sí,TRUE,Senior,2900000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4400000,3800000,Mi sueldo está dolarizado (pero cobro en moneda local),,3+ sueldos,Performance individual,Dos,1.6,Julio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Stock options / RSUs",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,5,4,4,0,"AIX, Amazon Web Services, Azure, Google Cloud Platform, Linux, Mainframe, SAP, VMWare, Windows Server","Python, Ninguno de los anteriores","Flask, Symfony, TensorFlow, Ninguno de los anteriores","MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle, SQLite, Sybase, Teradata",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,,No sé,5,2,Hype,Terminar encuesta,,,,,,,,,,,,,,,31,Hombre Cis,Sí,TRUE,Semi-Senior,4400000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3200000,2800000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, estoy muy conforme.",,Manager / Director,6,0,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Postman,De 51 a 100 personas,100% remoto,0,,No sé,10,3,Hype,Responder sobre mis estudios,Universitario,Completo,Ingeniería Industrial,UCA - Universidad Católica Argentina,Terminar encuesta,,,,,,,,,,29,Hombre Cis,Sí,TRUE,Senior,3200000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4300000,4300000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,"Capacitaciones y/o cursos, Stock options / RSUs",2,"No, pero escucho ofertas.",,Developer,11,1,6,0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Serverless","CSS, HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis","Cypress, Jest",De 11  a 50  personas,100% remoto,0,Solo basado en performance del año anterior. Para los ingresos de semestre 2 2024 en adelante aun no.,Sí,4,4,Hype,Responder sobre guardias,Secundario,Completo,Técnique Secundario en Programación,,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,28,Hombre Cis,Sí,TRUE,Senior,4300000
Entre Ríos,Full-Time,Staff (planta permanente),2200000,2200000,Cobro parte del salario en dólares,,No,No recibo bono,Uno,10,Julio,2,Horarios flexibles,2,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,10,8,6,0,"Amazon Web Services, Docker, Firebase, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel, Vue.js","MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,5,,No,6,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,38,Hombre Cis,Sí,TRUE,Senior,2200000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3626000,3626000,Mi sueldo está dolarizado (pero cobro en moneda local),,Un sueldo,aguinaldo,No,0,No tuve,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,6,2,6,0,"*BSD, Docker, Linux, Proxmox","Bash/Shell, C",Ninguno de los anteriores,"ElasticSearch, PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,No,8,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,36,Hombre Cis,Sí,TRUE,Senior,3626000
Buenos Aires,Full-Time,Staff (planta permanente),1850000,2320000,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Dos,15,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",2,"No, pero escucho ofertas.",,Technical Leader,15,3,1,4,"Azure, Docker",".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Angular, Bootstrap, Node.js, React.js",Microsoft SQL Server,"NUnit, Xunit",De 51 a 100 personas,100% remoto,0,Pasaron de ser bimestrales a trimestrales,No,7,1,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,TRUE,Senior,1850000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000,1494000,Cobro parte del salario en dólares,,No,No recibo bono,Uno,2,Enero,1,Abono de Internet,1,"Sí, estoy buscando activamente.",,BI Analyst / Data Analyst,2,3,2,0,Linux,"Bash/Shell, Python, SQL",Ninguno de los anteriores,"MariaDB, MongoDB",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,Sí,5,3,Llegó para quedarse,Responder sobre mis estudios,Maestría,Completo,Diseño Gráfico,UADE - Universidad Argentina De la Empresa,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 4 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,42,Mujer Cis,Sí,TRUE,Junior,1800000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5617000,4000000,Cobro parte del salario en dólares,Un promedio de los últimos 30 días entre el 15 del mes anterior y el de pago.,De uno a tres sueldos,Mix de las anteriores,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Manager / Director,24,1,6,8,"Amazon Web Services, Google Cloud Platform, Kubernetes, Serverless","Go, Rust",Spring,"Amazon RDS/Aurora, ElasticSearch, MongoDB, Redis",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,,Sí,8,5,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Sincrónicos, prefiero el desafío en tiempo real",Hasta 2 horas,Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,46,Hombre Cis,No,TRUE,Senior,5617000
Buenos Aires,Full-Time,Contractor,4400000,3500000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,Developer,20,0,0,0,"Amazon Web Services, Docker, Linux, Serverless","Javascript, Python, SQL, TypeScript","Node.js, React.js, FastAPI","Amazon DynamoDB, MariaDB, PostgreSQL, Redis, Sybase",Jest,De 2 a 10 personas,100% remoto,0,"Si, pero no me toco, el ajuste fue por motivos inflación y banda salarial",Sí,0,4,Vibequé?,Responder sobre entrevistas técnicas,,,,,,Entre 2 y 4,Técnica - Diseño & Arquitectura,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 4 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,48,Hombre Cis,Sí,TRUE,Senior,4400000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5200000,4900000,Cobro todo el salario en dólares,cobro en dolares,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,4,"No, estoy muy conforme.",,QA / Tester,5,3,3,0,"Azure, Windows Server, sql server",SQL,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Postman,De 51 a 100 personas,100% remoto,0,,No,7,1,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,35,Hombre Cis,Sí,TRUE,Semi-Senior,5200000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000,1500000,Mi sueldo está dolarizado (pero cobro en moneda local),,Un sueldo,segun la inflacion,Más de tres,8,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, estoy muy conforme.",,SysAdmin / DevOps / SRE,10,20,1,0,"SAP, VMWare, Windows Server",".NET, HTML, SQL",.NET Core,"Google Cloud Storage, MySQL, Oracle",Visual Studio Coded UI,Más de 10000 personas,Híbrido (presencial y remoto),2,,No sé,8,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,58,Hombre Cis,Sí,TRUE,Senior,1800000
Buenos Aires,Part-Time,Freelance,4500000,4000000,Mi sueldo está dolarizado (pero cobro en moneda local),1256,No,No recibo bono,Uno,20,Julio,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Consultant,6,5,3,0,"Arduino o similar, Linux, Microcontroladores","Arduino, Assembler, C, Python, R",Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,1 (solamente yo),Híbrido (presencial y remoto),4,no,No,5,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,47,Hombre Cis,Sí,TRUE,Senior,4500000
Buenos Aires,Full-Time,Staff (planta permanente),2600000,2200000,Cobro parte del salario en dólares,1173,Menos de un sueldo,Mix de las anteriores,No,0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,3,3,4,0,"Amazon Web Services, Docker, Kubernetes","Java, Javascript, SQL, TypeScript","Bootstrap, Hibernate, Spring","Amazon RDS/Aurora, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, SQLite","Cypress, Selenium",De 2001a 5000 personas,Híbrido (presencial y remoto),1,No hacer mas ajustes por inflacion.,Sí,8,5,Vibequé?,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,Técnica - Diseño & Arquitectura,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 4 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",0,Bruto,29,Hombre Cis,Sí,TRUE,Semi-Senior,2600000
Río Negro,Full-Time,Contractor,7000000,6800000,Cobro parte del salario en dólares,,No,No recibo bono,Uno,60,Junio,3,"Clases de idiomas, Horarios flexibles",4,"No, pero escucho ofertas.",,Developer,4,0,0,0,"Amazon Web Services, Docker, Linux","Python, TypeScript",FastAPI,MySQL,Locust,De 101 a 200 personas,100% remoto,0,,No,10,3,Hype,Responder sobre entrevistas técnicas,Posgrado/Especialización,Completo,Ingeniería Electrónica,,Terminar encuesta,"Me da igual, no tengo una opinión al respecto","HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Responder sobre guardias,No,0,Neto,40,Hombre Cis,No,TRUE,Semi-Senior,7000000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3121000,2300000,Mi sueldo está dolarizado (pero cobro en moneda local),1230,Un sueldo,Mix de las anteriores,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,4,2,2,0,Azure,"Python, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,No,No,8,5,Hype,Responder sobre entrevistas técnicas,,,,,,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,30,Mujer Cis,Sí,TRUE,Semi-Senior,3121000
Santa Fe,Full-Time,Contractor,6270000,6000000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,"Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,Architect,18,7,3,0,"Amazon Web Services, Azure, Docker, Linux, Serverless",".NET, C#, Javascript, Python, SQL, TypeScript",".NET Core, Flask, jQuery","Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MySQL, PostgreSQL, Redis, SQLite","NUnit, Postman, Xunit",De 201 a 500 personas,100% remoto,0,renegocie mi rate y pase a cobrar fijo por mes (antes cobraba por hora trabajada),Sí,8,3,Llegó para quedarse,Responder sobre entrevistas técnicas,,,,,,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,,,,39,Hombre Cis,Sí,TRUE,Senior,6270000
Misiones,Full-Time,Staff (planta permanente),4520000,3550000,Cobro todo el salario en dólares,1250,No,No recibo bono,Uno,2,Febrero,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,SysAdmin / DevOps / SRE,10,3,3,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python, SQL, terraform, crossplane, k8s, terragrunt",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,Ajuste de pago en dolares segun las variables de mercado y precio del dolar.,Sí,9,5,Vibequé?,Responder sobre guardias,Universitario,Completo,Ingeniería en Telecomunicaciones,UBP - Universidad Blas Pascal,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Sincrónicos, prefiero el desafío en tiempo real, En plataformas tipo HackerRank o similares, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,38,Hombre Cis,Sí,TRUE,Senior,4520000
Mendoza,Full-Time,Staff (planta permanente),4104000,3211863,Cobro parte del salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,3,2,2,0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python",Ninguno de los anteriores,"ElasticSearch, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No,8,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,No,TRUE,Semi-Senior,4104000
Buenos Aires,Full-Time,Contractor,2640000,2500000,Cobro todo el salario en dólares,1200,No,No recibo bono,No,0,No tuve,3,Horarios flexibles,3,"No, pero escucho ofertas.",,Developer,3,2,2,0,Amazon Web Services,"Javascript, Python, TypeScript",React.js,MySQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,8,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,26,Hombre Cis,Sí,TRUE,Semi-Senior,2640000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4400000,4400000,Cobro todo el salario en dólares,1285,Un sueldo,Mix de las anteriores,No,0,No tuve,3,"Capacitaciones y/o cursos, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,10,0,10,0,"Amazon Web Services, Linux, Microcontroladores","Go, Java, Python",React.js,"Amazon DynamoDB, Amazon HBase, PostgreSQL",JUnit,De 1001 a 2000 personas,100% remoto,0,,No,6,3,Llegó para quedarse,Responder sobre entrevistas técnicas,Terciario,Completo,Analista de Sistemas,,Terminar encuesta,Hasta 2,"HR, Técnica - Diseño & Arquitectura","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 4 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Responder sobre guardias,No,0,Neto,32,Hombre Cis,Sí,TRUE,Senior,4400000
Santa Fe,Part-Time,Freelance,2250000,1500000,Mi sueldo está dolarizado (pero cobro en moneda local),1280,No,No recibo bono,No,0,No tuve,4,Ninguna de las anteriores,4,"No, pero escucho ofertas.",,Developer,2,2,2,0,"Linux, Microcontroladores, Windows Server","Bash/Shell, CSS, HTML, Javascript, TypeScript","Node.js, Vue.js",Microsoft SQL Server,Postman,De 11  a 50  personas,100% remoto,0,,No,6,4,Hype,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,,,,,,24,Hombre Cis,Sí,TRUE,Junior,2250000
Buenos Aires,Full-Time,Contractor,2000000,2000000,Cobro todo el salario en dólares,1300,No,No recibo bono,Dos,50,Mayo,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",,SysAdmin / DevOps / SRE,4,1,1,0,"Amazon Web Services, Docker, Linux, Serverless","Bash/Shell, Python","Django, Flask, Laravel, Next.js, Node.js","Microsoft SQL Server, MongoDB, MySQL, Neo4j, PostgreSQL, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,Sí,8,3,Hype,Terminar encuesta,,,,,,,,,,,,,,,19,Hombre Cis,No,TRUE,Semi-Senior,2000000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3509000,350900,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,No,0,No tuve,2,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,15,3,3,0,"Docker, Linux","HTML, Javascript, PHP","Bootstrap, Drupal, jQuery, Vue.js, WordPress",MySQL,Cypress,De 11  a 50  personas,100% remoto,0,,No,0,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,43,Hombre Cis,Sí,TRUE,Senior,3509000
Neuquén,Full-Time,Contractor,7000000,7000000,Mi sueldo está dolarizado (pero cobro en moneda local),1290,No,No recibo bono,No,0,No tuve,3,Vacaciones flexibles (adicionales a las reglamentarias),3,"No, pero escucho ofertas.",,Manager / Director,10,0,0,3,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux, Serverless","Javascript, Python, SQL","Django, Flask, React.js, TensorFlow, Torch","Amazon DynamoDB, ElasticSearch, Microsoft SQL Server, PostgreSQL, Redis, SQLite","Postman, Visual Studio Coded UI",De 51 a 100 personas,100% remoto,0,,No,8,4,Hype,Responder sobre mis estudios,Doctorado,En curso,Ingeniería en Sistemas,IUA - Instituto Universitario Aeronáutico,Terminar encuesta,,,,,,,,,,38,Hombre Cis,Sí,TRUE,Senior,7000000
Santa Fe,Full-Time,Staff (planta permanente),3021635.83,2477820,Mi sueldo está dolarizado (pero cobro en moneda local),1230,No,No recibo bono,No,0,No tuve,1,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",2,"No, pero escucho ofertas.",,Developer,7,4,3,0,"Amazon Web Services, Docker, Linux",Java,Ninguno de los anteriores,Ninguna de las anteriores,"JUnit, Postman, Selenium",De 201 a 500 personas,Híbrido (presencial y remoto),2,"Desde hace casi 3 años, el sueldo se ajusta por la cotización del dolar oficial (dia 15 de cada mes).",Sí,0,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,31,Hombre Cis,Sí,TRUE,Senior,3021635.83
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3840000,3500000,Cobro todo el salario en dólares,1200,Un sueldo,Mix de las anteriores,Uno,15,Febrero,4,"Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,UX Researcher,3,0,3,0,"Firebase, Google Cloud Platform",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No a nivel compañía,No,9,5,Vibequé?,Responder sobre mis estudios,Posgrado/Especialización,En curso,Licenciatura en Sociología,UBA - Universidad de Buenos Aires,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,33,Mujer Cis,Sí,TRUE,Semi-Senior,3840000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2175000,,Cobro todo el salario en dólares,,No,No recibo bono,Uno,13,Mayo,4,"Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,Developer,1,1,1,0,"Azure, Docker, Kubernetes, Linux","Bash/Shell, C#, Python, SQL","uvicorn, redpandas",PostgreSQL,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,Tuve un ajuste por inflación en dólares (arg se puso más caro en dólares en el último semestre),Sí,10,5,Hype,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Responder sobre entrevistas técnicas,Entre 2 y 4,"Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Sincrónicos, prefiero el desafío en tiempo real, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,22,Hombre Cis,No,TRUE,Junior,2175000
