anio,semestre,periodo,trabajo_de,grupo_rol,dedicacion,sal_bruto,log_sal,sueldo_dolarizado,seniority,experiencia,antiguedad_empresa,antiguedad_puesto,gente_a_cargo,gente_a_cargo_grupo,contrato,modalidad,tam_empresa,genero_simple,edad,nivel_estudios,region,uso_ia
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,125000,11.736069016284437,NA,NA,5,1,0,0,Sin equipo,Staff,NA,NA,Hombre,23,Universitario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,65690,11.092701985886519,NA,NA,2,2,2,0,Sin equipo,Staff,NA,NA,Hombre,23,Universitario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,140000,11.84939770159144,NA,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Mujer,29,Universitario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,100000,11.512925464970229,NA,NA,2,1,2,0,Sin equipo,Staff,NA,NA,Hombre,22,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,76000,11.238488619268468,NA,NA,1,1,1,2,Equipo pequeño,Staff,NA,NA,Hombre,23,Terciario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,120000,11.695247021764184,NA,NA,20,20,5,0,Sin equipo,Staff,NA,NA,Hombre,38,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,30000,10.308952660644293,TRUE,NA,2,2,2,0,Sin equipo,Staff,NA,NA,Hombre,23,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,96000,11.472103470449973,NA,NA,2.5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,35,Universitario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,200000,12.206072645530174,NA,NA,6,5,1,0,Sin equipo,Staff,NA,NA,Otro/No binarie,21,Posgrado/Especialización,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,132681,11.795703029963548,NA,NA,4,10,1,0,Sin equipo,Staff,NA,NA,Hombre,34,Terciario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,256000,12.4529327234617,NA,NA,4,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,250000,12.429216196844383,NA,NA,10,2,2,30,Equipo grande,Staff,NA,NA,Otro/No binarie,34,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,297000,12.601487417784837,NA,NA,3,2,2,0,Sin equipo,Staff,NA,NA,Hombre,25,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,151500,11.928340903931561,NA,NA,11,4,7,0,Sin equipo,Staff,NA,NA,Hombre,31,NA,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,320000,12.676076274775909,NA,NA,7,0,0,0,Sin equipo,Staff,NA,NA,Hombre,32,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,130000,11.77528972943772,NA,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,27,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,180000,12.100712129872347,NA,NA,6,4,2,0,Sin equipo,Staff,NA,NA,Otro/No binarie,32,Secundario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,150000,11.918390573078392,NA,NA,3,0,2,0,Sin equipo,Staff,NA,NA,Hombre,32,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,204280,12.22724688076158,NA,NA,5,0,3,0,Sin equipo,Staff,NA,NA,Hombre,31,Secundario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,208000,12.245293358683455,NA,NA,3,2,2,0,Sin equipo,Staff,NA,NA,Hombre,38,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,125000,11.736069016284437,TRUE,NA,15,12,12,3,Equipo pequeño,Otro,NA,NA,Hombre,37,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,285000,12.560244459250788,NA,NA,12,0,2,0,Sin equipo,Staff,NA,NA,Hombre,33,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,170000,12.043553716032399,NA,NA,8,3,3,0,Sin equipo,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,155000,11.951180395901384,NA,NA,10,2,2,0,Sin equipo,Staff,NA,NA,Mujer,32,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,105000,11.56171562913966,NA,NA,3,2.5,1,0,Sin equipo,Staff,NA,NA,Hombre,25,Terciario,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,260000,12.468436909997665,NA,NA,10,2,2,0,Sin equipo,Staff,NA,NA,Hombre,36,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,130000,11.77528972943772,NA,NA,14,1,10,0,Sin equipo,Staff,NA,NA,Hombre,33,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,165000,12.013700752882718,NA,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,150000,11.918390573078392,NA,NA,2,2,1,0,Sin equipo,Staff,NA,NA,Hombre,21,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,180000,12.100712129872347,NA,NA,20,3,1,0,Sin equipo,Staff,NA,NA,Hombre,37,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,375000,12.834681304952548,NA,NA,2,2,1,2,Equipo pequeño,Staff,NA,NA,Hombre,33,Posdoctorado,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,300000,12.611537753638338,NA,NA,5,0,5,0,Sin equipo,Staff,NA,NA,Hombre,29,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,75000,11.225243392518447,NA,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,180000,12.100712129872347,NA,NA,15,0,2,0,Sin equipo,Staff,NA,NA,Hombre,47,Terciario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,195000,12.180754837545884,NA,NA,3,2,1,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,223300,12.316271437828249,NA,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,24,Secundario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,250000,12.429216196844383,NA,NA,6,1,1,0,Sin equipo,Staff,NA,NA,Hombre,32,Posgrado/Especialización,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,770000,13.554145793829866,TRUE,NA,19,1,10,0,Sin equipo,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,145000,11.884489021402711,NA,NA,1,3,0,0,Sin equipo,Staff,NA,NA,Hombre,31,NA,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,275000,12.524526376648708,TRUE,NA,1,1,1,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,364000,12.804909146618877,NA,NA,14,14,6,0,Sin equipo,Staff,NA,NA,Hombre,41,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,223000,12.314927050442256,NA,NA,20,0,0,0,Sin equipo,Staff,NA,NA,Hombre,41,Terciario,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,210000,12.254862809699606,NA,NA,5,5,1.5,1,Equipo pequeño,Staff,NA,NA,Mujer,28,Universitario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,198000,12.196022309676673,NA,NA,4,0,3,0,Sin equipo,Staff,NA,NA,Hombre,24,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,510000,13.142166004700508,TRUE,NA,10,1,1,0,Sin equipo,Contractor,NA,NA,Hombre,36,Universitario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,125000,11.736069016284437,NA,NA,1,3,1,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,203000,12.220961258023925,TRUE,NA,2,2,1,0,Sin equipo,Contractor,NA,NA,Hombre,27,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,141000,11.856515169360305,NA,NA,8,12,4,0,Sin equipo,Staff,NA,NA,Hombre,43,Universitario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,75000,11.225243392518447,NA,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,23,NA,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,145000,11.884489021402711,NA,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,998600,13.814109577048646,TRUE,NA,11,1,7,0,Sin equipo,Staff,NA,NA,Hombre,35,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,145000,11.884489021402711,TRUE,NA,15,0,0,0,Sin equipo,Staff,NA,NA,Hombre,38,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,159167,11.977709244473457,NA,NA,5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,31,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,250000,12.429216196844383,NA,NA,10,8,5,2,Equipo pequeño,Staff,NA,NA,Hombre,39,NA,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,142000,11.863582336583399,NA,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Mujer,35,Universitario,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,483700,13.089220158811074,TRUE,NA,2,0,1,0,Sin equipo,Staff,NA,NA,Hombre,21,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,89000,11.396391648714276,TRUE,NA,3,2,2,0,Sin equipo,Staff,NA,NA,Otro/No binarie,25,Terciario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,313000,12.65395846952229,NA,NA,3,1,1,0,Sin equipo,Staff,NA,NA,Mujer,23,Secundario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,450000,13.017002861746503,NA,NA,14,5,2,4,Equipo pequeño,Staff,NA,NA,Hombre,33,NA,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,255000,12.449018824140563,NA,NA,4,0,0,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,95000,11.461632170582678,NA,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Mujer,36,Posgrado/Especialización,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,160000,11.982929094215963,NA,NA,4,10,4,0,Sin equipo,Staff,NA,NA,Hombre,41,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,75600,11.233211562167625,NA,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Mujer,26,NA,CABA,NA
2021,2,2021.2,DBA,Data Platform / MLOps,NA,150000,11.918390573078392,NA,NA,35,28,25,2,Equipo pequeño,Staff,NA,NA,Hombre,51,NA,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,120481.93,11.699255062161722,NA,NA,2,1,1,0,Sin equipo,Staff,NA,NA,Hombre,27,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,291000,12.581078546153629,NA,NA,2,5,2,0,Sin equipo,Staff,NA,NA,Hombre,39,Doctorado,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,120000,11.695247021764184,NA,NA,14,6,2,2,Equipo pequeño,Staff,NA,NA,Hombre,35,NA,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,320000,12.676076274775909,TRUE,NA,2,2,2,0,Sin equipo,Staff,NA,NA,Hombre,31,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,232319.31999999998,12.35586808361704,NA,NA,8,1,3,0,Sin equipo,Staff,NA,NA,Otro/No binarie,21,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,370600,12.822878592833396,TRUE,NA,4,4,1,3,Equipo pequeño,Staff,NA,NA,Hombre,31,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,212000,12.26434155365415,NA,NA,17,10,3,0,Sin equipo,Staff,NA,NA,Hombre,33,Secundario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,480000,13.081541382884074,NA,NA,21,21,1,24,Equipo grande,Staff,NA,NA,Hombre,45,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,200000,12.206072645530174,NA,NA,7,1.5,1.5,0,Sin equipo,Staff,NA,NA,Hombre,36,NA,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,180000,12.100712129872347,NA,NA,3,3,1,1,Equipo pequeño,Staff,NA,NA,Mujer,26,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,290000,12.577636201962656,NA,NA,15,9,3,0,Sin equipo,Staff,NA,NA,Hombre,40,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,247000,12.417143615610113,NA,NA,5,0,5,0,Sin equipo,Staff,NA,NA,Hombre,29,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,260000,12.468436909997665,NA,NA,10,5,4,0,Sin equipo,Staff,NA,NA,Hombre,35,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,120000,11.695247021764184,NA,NA,2,2,2,0,Sin equipo,Staff,NA,NA,Hombre,24,Universitario,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,196000,12.185869938212655,NA,NA,6,1,1,0,Sin equipo,Staff,NA,NA,Hombre,29,Posgrado/Especialización,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,200000,12.206072645530174,NA,NA,11,0,0,0,Sin equipo,Staff,NA,NA,Hombre,34,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,185000,12.128111104060462,NA,NA,20,0,10,0,Sin equipo,Staff,NA,NA,Hombre,43,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,92691,11.43702665946202,NA,NA,10,10,10,0,Sin equipo,Staff,NA,NA,Hombre,29,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,149500,11.915051671812877,TRUE,NA,6,2,2,0,Sin equipo,Staff,NA,NA,Hombre,33,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,125000,11.736069016284437,NA,NA,25,1,25,0,Sin equipo,Staff,NA,NA,Hombre,45,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,95000,11.461632170582678,NA,NA,10,6,6,0,Sin equipo,Staff,NA,NA,Hombre,32,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,500000,13.122363377404328,TRUE,NA,5,1,2,0,Sin equipo,Staff,NA,NA,Otro/No binarie,30,NA,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,310000,12.644327576461329,NA,NA,14,1,0,0,Sin equipo,Staff,NA,NA,Otro/No binarie,36,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,365000,12.80765263256463,NA,NA,6,8,5,0,Sin equipo,Staff,NA,NA,Hombre,31,Universitario,CABA,NA
2021,2,2021.2,DBA,Data Platform / MLOps,NA,205000,12.230765258120545,NA,NA,15,15,15,0,Sin equipo,Staff,NA,NA,Hombre,36,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,195000,12.180754837545884,NA,NA,6,3,0,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,400000,12.89921982609012,NA,NA,25,3,3,6,Equipo mediano,Staff,NA,NA,Hombre,46,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,347000,12.757080058928997,NA,NA,5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,32,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,250000,12.429216196844383,NA,NA,15,7,7,0,Sin equipo,Staff,NA,NA,Hombre,42,Secundario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,400000,12.89921982609012,TRUE,NA,5,2,2,0,Sin equipo,Contractor,NA,NA,Hombre,36,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,95000,11.461632170582678,NA,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,156000,11.957611286231675,NA,NA,23,8,3,0,Sin equipo,Staff,NA,NA,Hombre,44,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,220000,12.301382825334498,NA,NA,15,7,5,0,Sin equipo,Staff,NA,NA,Hombre,41,NA,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,153000,11.938193200374572,NA,NA,30,20,20,0,Sin equipo,Staff,NA,NA,Hombre,51,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,104000,11.55214617812351,NA,NA,10,8,6,1,Equipo pequeño,Staff,NA,NA,Hombre,32,Terciario,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,120000,11.695247021764184,NA,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Hombre,30,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,700000,13.458835614025542,NA,NA,15,2,7,0,Sin equipo,Staff,NA,NA,Hombre,38,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,195000,12.180754837545884,NA,NA,0,2,0,0,Sin equipo,Staff,NA,NA,Mujer,33,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,240000,12.388394202324129,NA,NA,18,12,11,0,Sin equipo,Staff,NA,NA,Hombre,42,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,135000,11.813030057420567,NA,NA,15,0,6,0,Sin equipo,Staff,NA,NA,Hombre,42,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,120000,11.695247021764184,TRUE,NA,10,0,0,0,Sin equipo,Staff,NA,NA,Hombre,41,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,125000,11.736069016284437,NA,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Mujer,22,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,107504,11.58528333515993,NA,NA,18,5,5,0,Sin equipo,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,276000,12.528156144699286,NA,NA,4,0,0,1,Equipo pequeño,Staff,NA,NA,Hombre,33,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,456000,13.030248088496522,NA,NA,20,15,15,5,Equipo mediano,Staff,NA,NA,Hombre,43,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,170000,12.043553716032399,NA,NA,15,1,1,2,Equipo pequeño,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,250000,12.429216196844383,NA,NA,7,2,0,14,Equipo grande,Staff,NA,NA,Mujer,31,Universitario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,80000,11.289781913656018,NA,NA,2,2,2,0,Sin equipo,Staff,NA,NA,Mujer,25,NA,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,160000,11.982929094215963,NA,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,37,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,180000,12.100712129872347,NA,NA,20,5,4,0,Sin equipo,Staff,NA,NA,Hombre,44,NA,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,180800,12.105146726940212,TRUE,NA,3,0,3,0,Sin equipo,Staff,NA,NA,Mujer,24,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,190000,12.154779351142624,NA,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,27,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,107000,11.580584113444043,NA,NA,13,5,3,0,Sin equipo,Staff,NA,NA,Hombre,31,NA,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,170000,12.043553716032399,NA,NA,5,0,0,2,Equipo pequeño,Staff,NA,NA,Mujer,26,Universitario,CABA,NA
2021,2,2021.2,BI Analyst / Data Analyst,Data Science / AI,NA,190000,12.154779351142624,NA,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Mujer,37,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,187181.44999999998,12.139833746235363,NA,NA,17,7,2,0,Sin equipo,Staff,NA,NA,Hombre,46,Secundario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,60000,11.002099841204238,NA,NA,5,7,4,0,Sin equipo,Staff,NA,NA,Hombre,28,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,210,5.3471075307174685,NA,NA,22,10,4,4,Equipo pequeño,Staff,NA,NA,Hombre,48,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,130000,11.77528972943772,NA,NA,10,7,7,0,Sin equipo,Staff,NA,NA,Hombre,34,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,143000,11.870599909242044,NA,NA,4,1,3,0,Sin equipo,Staff,NA,NA,Hombre,27,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,200000,12.206072645530174,NA,NA,10,2,2,0,Sin equipo,Staff,NA,NA,Hombre,36,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,170000,12.043553716032399,NA,NA,13,1,4,0,Sin equipo,Staff,NA,NA,Hombre,39,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,260000,12.468436909997665,TRUE,NA,5,0,2,0,Sin equipo,Contractor,NA,NA,Hombre,32,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,650000,13.38472764187182,TRUE,NA,6,2,2,0,Sin equipo,Staff,NA,NA,Otro/No binarie,39,Universitario,CABA,NA
2021,2,2021.2,DBA,Data Platform / MLOps,NA,180000,12.100712129872347,TRUE,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Hombre,21,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,160000,11.982929094215963,NA,NA,11,1,4,0,Sin equipo,Staff,NA,NA,Hombre,38,NA,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,150500,11.921718363171067,NA,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,32,Doctorado,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,180000,12.100712129872347,NA,NA,25,0,0,0,Sin equipo,Staff,NA,NA,Hombre,50,NA,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,199000,12.201060103706629,NA,NA,5,0,2,0,Sin equipo,Staff,NA,NA,Hombre,28,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,280020,12.542616308171917,NA,NA,6,5,1,2,Equipo pequeño,Staff,NA,NA,Hombre,31,Universitario,CABA,NA
2021,2,2021.2,Data Scientist,Data Science / AI,NA,250000,12.429216196844383,NA,NA,3,0,2,0,Sin equipo,Staff,NA,NA,Otro/No binarie,28,Posgrado/Especialización,CABA,NA
2021,2,2021.2,Business Analyst,Analytics / Automation,NA,260000,12.468436909997665,NA,NA,6,4,3,0,Sin equipo,Staff,NA,NA,Hombre,39,Terciario,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,126700,11.74957736630923,NA,NA,1,1,0,0,Sin equipo,Staff,NA,NA,Mujer,32,Terciario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,274000,12.520883385370206,NA,NA,17,3,1,0,Sin equipo,Staff,NA,NA,Hombre,38,Posgrado/Especialización,CABA,NA
2021,2,2021.2,Data Engineer,Data Science / AI,NA,186000,12.133501952695338,NA,NA,3,0,3,0,Sin equipo,Staff,NA,NA,Mujer,27,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,173000,12.061046873479915,NA,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,NA,CABA,NA
2021,2,2021.2,Infosec,Governance / Security,NA,103000,11.542484267211773,NA,NA,20,4,1,0,Sin equipo,Staff,NA,NA,Hombre,39,Terciario,CABA,NA
2021,2,2021.2,DBA,Data Platform / MLOps,NA,180000,12.100712129872347,NA,NA,5,4,1,3,Equipo pequeño,Staff,NA,NA,Hombre,34,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,165000,12.013700752882718,NA,NA,5,0,5,0,Sin equipo,Staff,NA,NA,Hombre,28,NA,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,150000,11.918390573078392,NA,NA,10,7,7,0,Sin equipo,Freelance,NA,NA,Hombre,33,Secundario,CABA,NA
2021,2,2021.2,SysAdmin / DevOps / SRE,Data Platform / MLOps,NA,140000,11.84939770159144,NA,NA,12,12,7,0,Sin equipo,Staff,NA,NA,Hombre,33,NA,CABA,NA
